-3.609999999999999876e-01,-3.275000000000000133e-01,-4.052000000000000046e-01,-2.652999999999999803e-01,-3.963999999999999746e-01
-1.824999999999999956e-01,-1.129000000000000004e-01,-1.064999999999999974e-01,-1.710000000000000131e-01,-1.089999999999999997e-01
-1.733000000000000096e-01,-1.726000000000000034e-01,-2.933999999999999941e-01,-1.025999999999999968e-01,-3.842999999999999750e-01
-4.133000000000000007e-01,-1.260000000000000009e-01,-1.033000000000000029e-01,-5.100999999999999979e-01,-8.229999999999999816e-02
-1.656999999999999862e-01,-3.531000000000000250e-01,-4.635000000000000231e-01,-1.077000000000000041e-01,-4.315999999999999837e-01
-1.632000000000000117e-01,-1.013000000000000012e-01,-1.517000000000000015e-01,-7.380000000000000449e-02,-1.731999999999999929e-01
-4.444000000000000172e-01,-1.262000000000000066e-01,-1.135000000000000037e-01,-1.142999999999999988e-01,-1.350999999999999979e-01
-1.058999999999999941e-01,-1.139000000000000012e-01,-9.450000000000000067e-02,-1.753000000000000114e-01,-1.391000000000000014e-01
-1.413999999999999979e-01,-4.822000000000000175e-01,-1.135000000000000037e-01,-1.272999999999999965e-01,-1.135000000000000037e-01
-1.135000000000000037e-01,-8.069999999999999396e-02,-9.909999999999999365e-02,-1.032000000000000001e-01,-1.209999999999999964e-01
-1.150999999999999940e-01,-1.424999999999999878e-01,-1.135000000000000037e-01,-9.929999999999999938e-02,-1.305999999999999939e-01
-1.640999999999999959e-01,-8.400000000000000522e-02,-6.990000000000000380e-02,-7.520000000000000295e-02,-1.542000000000000037e-01
-1.135000000000000037e-01,-1.136000000000000065e-01,-1.137999999999999984e-01,-1.633000000000000007e-01,-1.135000000000000037e-01
-1.264000000000000123e-01,-2.634000000000000230e-01,-1.472999999999999865e-01,-1.444999999999999896e-01,-8.069999999999999396e-02
-1.238999999999999962e-01,-1.087999999999999939e-01,-1.135000000000000037e-01,-1.236000000000000015e-01,-1.135000000000000037e-01
-1.234999999999999987e-01,-1.413999999999999979e-01,-9.239999999999999603e-02,-1.363999999999999935e-01,-4.959999999999999826e-02
-1.502000000000000002e-01,-1.135000000000000037e-01,-1.135000000000000037e-01,-1.320999999999999952e-01,-1.135000000000000037e-01
-6.529999999999999694e-02,-1.882000000000000062e-01,-1.063000000000000056e-01,-1.736999999999999933e-01,-1.039999999999999952e-01
-8.736000000000000432e-01,-1.431999999999999940e-01,-8.773999999999999577e-01,-8.746000000000000441e-01,-1.135000000000000037e-01
-7.738000000000000433e-01,-1.277000000000000079e-01,-7.072000000000000508e-01,-7.713999999999999746e-01,-1.277999999999999969e-01
-6.889999999999999458e-01,-1.135000000000000037e-01,-7.762000000000000011e-01,-6.798999999999999488e-01,-1.135000000000000037e-01
-7.721999999999999975e-01,-2.063000000000000111e-01,-7.500999999999999890e-01,-7.758000000000000451e-01,-7.799999999999999989e-02
-7.883999999999999897e-01,-1.338000000000000023e-01,-7.211999999999999522e-01,-7.776999999999999469e-01,-1.135000000000000037e-01
-7.387000000000000233e-01,-8.509999999999999509e-02,-7.651000000000000023e-01,-7.618000000000000327e-01,-5.220000000000000334e-02
-7.707000000000000517e-01,-9.073999999999999844e-01,-1.181999999999999995e-01,-1.135000000000000037e-01,-9.078000000000000513e-01
-7.651000000000000023e-01,-8.820000000000000062e-01,-2.008999999999999952e-01,-1.463000000000000134e-01,-8.517000000000000126e-01
-7.622999999999999776e-01,-8.679999999999999938e-01,-1.623999999999999888e-01,-2.398000000000000131e-01,-7.347000000000000197e-01
-1.135000000000000037e-01,-8.589999999999999858e-01,-2.640000000000000124e-01,-1.516000000000000125e-01,-7.985999999999999766e-01
-1.405000000000000138e-01,-6.784000000000000030e-01,-1.135000000000000037e-01,-2.023999999999999966e-01,-6.393999999999999684e-01
-1.617000000000000104e-01,-7.921000000000000263e-01,-3.028000000000000136e-01,-2.422999999999999876e-01,-7.923000000000000043e-01
-2.026999999999999913e-01,-7.793999999999999817e-01,-1.136000000000000065e-01,-1.136000000000000065e-01,-1.693000000000000060e-01
-2.524000000000000132e-01,-7.816999999999999504e-01,-2.063000000000000111e-01,-2.013000000000000067e-01,-2.545999999999999930e-01
-2.690000000000000169e-01,-6.367000000000000437e-01,-1.277000000000000079e-01,-1.678000000000000047e-01,-2.651999999999999913e-01
-1.135000000000000037e-01,-6.166000000000000369e-01,-1.804999999999999938e-01,-1.161999999999999977e-01,-3.071999999999999731e-01
-2.429000000000000048e-01,-7.431999999999999718e-01,-1.361999999999999877e-01,-2.091000000000000081e-01,-1.708000000000000074e-01
-2.215999999999999914e-01,-7.455000000000000515e-01,-2.672999999999999821e-01,-2.376999999999999946e-01,-3.948999999999999733e-01
-9.119000000000000439e-01,-1.592000000000000082e-01,-9.174999999999999822e-01,-9.135999999999999677e-01,-1.827999999999999903e-01
-9.070000000000000284e-01,-1.224999999999999978e-01,-9.009000000000000341e-01,-9.092000000000000082e-01,-1.088999999999999968e-01
-8.994999999999999662e-01,-2.038000000000000089e-01,-3.360000000000000209e-01,-8.971000000000000085e-01,-2.911000000000000254e-01
-5.963000000000000522e-01,-1.874000000000000110e-01,-6.913000000000000256e-01,-4.863000000000000100e-01,-4.153999999999999915e-01
-5.762000000000000455e-01,-3.826999999999999846e-01,-2.727999999999999869e-01,-5.728999999999999648e-01,-4.278000000000000136e-01
-6.903000000000000247e-01,-3.593000000000000083e-01,-6.068000000000000060e-01,-5.966000000000000192e-01,-5.567999999999999616e-01
-2.414000000000000035e-01,-4.242000000000000215e-01,-1.761999999999999955e-01,-1.183000000000000024e-01,-2.084000000000000019e-01
-6.173999999999999488e-01,-5.184999999999999609e-01,-1.375000000000000111e-01,-1.955000000000000071e-01,-8.590000000000000413e-02
-6.226000000000000423e-01,-4.158000000000000029e-01,-3.084999999999999964e-01,-1.512000000000000011e-01,-3.654000000000000026e-01
-1.087000000000000050e-01,-5.891999999999999460e-01,-4.045000000000000262e-01,-1.885000000000000009e-01,-4.419000000000000150e-01
-1.632000000000000117e-01,-5.399000000000000465e-01,-2.979999999999999871e-01,-3.687000000000000277e-01,-5.046000000000000485e-01
-1.811000000000000110e-01,-6.098999999999999977e-01,-3.084000000000000075e-01,-3.363999999999999768e-01,-6.140999999999999792e-01
-3.055999999999999828e-01,-2.942000000000000171e-01,-1.466000000000000081e-01,-2.154000000000000081e-01,-5.535999999999999810e-01
-3.337999999999999856e-01,-5.649999999999999467e-01,-1.874000000000000110e-01,-1.459999999999999909e-01,-8.068999999999999506e-01
-3.511000000000000232e-01,-7.090999999999999526e-01,-3.267999999999999794e-01,-2.323999999999999955e-01,-9.800000000000000377e-02
-1.595000000000000029e-01,-5.463999999999999968e-01,-3.141999999999999793e-01,-1.904000000000000137e-01,-9.800000000000000377e-02
-2.099000000000000032e-01,-9.800000000000000377e-02,-2.233999999999999875e-01,-2.177999999999999936e-01,-9.800000000000000377e-02
-2.053000000000000103e-01,-9.800000000000000377e-02,-2.442000000000000004e-01,-2.074000000000000010e-01,-9.800000000000000377e-02
-5.654000000000000137e-01,-9.800000000000000377e-02,-4.784999999999999809e-01,-5.497999999999999554e-01,-1.418999999999999984e-01
-8.131000000000000449e-01,-9.800000000000000377e-02,-6.573999999999999844e-01,-8.919000000000000261e-01,-8.227999999999999758e-01
-6.666999999999999593e-01,-9.800000000000000377e-02,-9.800000000000000377e-02,-7.352999999999999536e-01,-9.800000000000000377e-02
-9.800000000000000377e-02,-9.800000000000000377e-02,-9.800000000000000377e-02,-9.800000000000000377e-02,-9.800000000000000377e-02
-9.800000000000000377e-02,-9.800000000000000377e-02,-9.800000000000000377e-02,-9.800000000000000377e-02,-9.800000000000000377e-02
-9.800000000000000377e-02,-9.800000000000000377e-02,-9.800000000000000377e-02,-9.800000000000000377e-02,-9.800000000000000377e-02
-9.800000000000000377e-02,-4.913000000000000145e-01,-1.701000000000000012e-01,-1.165000000000000063e-01,-1.203000000000000042e-01
-9.800000000000000377e-02,-7.876999999999999558e-01,-7.372999999999999554e-01,-1.299999999999999940e-03,-6.640000000000000346e-01
-9.800000000000000377e-02,-2.999999999999999737e-04,-9.800000000000000377e-02,-8.982999999999999874e-01,-9.800000000000000377e-02
-6.761000000000000343e-01,-6.443999999999999728e-01,-9.800000000000000377e-02,-9.800000000000000377e-02,-9.800000000000000377e-02
-2.299999999999999961e-03,-9.800000000000000377e-02,-9.800000000000000377e-02,-9.800000000000000377e-02,-9.800000000000000377e-02
-7.780000000000000249e-01,-9.800000000000000377e-02,-9.800000000000000377e-02,-9.800000000000000377e-02,-9.800000000000000377e-02
-9.800000000000000377e-02,-9.800000000000000377e-02,-4.949000000000000066e-01,-7.205000000000000293e-01,-6.610000000000000320e-01
-9.800000000000000377e-02,-9.800000000000000377e-02,-6.989999999999999547e-01,-8.000000000000000383e-04,-6.394999999999999574e-01
-9.800000000000000377e-02,-9.800000000000000377e-02,-9.800000000000000377e-02,-7.348000000000000087e-01,-9.800000000000000377e-02
-9.800000000000000377e-02,-9.800000000000000377e-02,-9.800000000000000377e-02,-9.800000000000000377e-02,-9.800000000000000377e-02
-9.800000000000000377e-02,-9.800000000000000377e-02,-9.800000000000000377e-02,-9.800000000000000377e-02,-9.800000000000000377e-02
-9.800000000000000377e-02,-9.800000000000000377e-02,-9.800000000000000377e-02,-9.800000000000000377e-02,-9.800000000000000377e-02
